,property_type,room_type,accommodates,bathrooms,cancellation_policy,cleaning_fee,host_identity_verified,instant_bookable,number_of_reviews,review_scores_rating,bedrooms,beds,price,host_response,amenities_ratio,regions
13421,6,1,2,1.0,1,1,1,0,4,100.0,1.0,1.0,74.99999999999997,1,0.18181818181818185,9
13422,6,2,4,1.0,1,1,1,0,10,98.0,1.0,2.0,190.0,1,0.3896103896103896,8
13423,6,2,4,2.0,2,1,1,0,1,100.0,2.0,2.0,36.999999999999964,0,0.23376623376623376,3
13425,5,1,2,1.0,2,1,1,0,24,98.0,1.0,1.0,68.00000000000001,1,0.3116883116883117,5
13426,6,1,2,1.0,2,0,1,0,6,97.0,1.0,1.0,119.99999999999996,1,0.2207792207792208,6
13428,6,2,2,1.0,1,1,1,1,5,93.0,1.0,1.0,199.99999999999991,1,0.1038961038961039,9
13429,5,1,2,1.0,1,1,0,0,10,98.0,1.0,1.0,59.00000000000002,1,0.2597402597402597,7
13430,6,2,2,1.0,2,1,1,0,7,97.0,1.0,2.0,286.99999999999983,1,0.2727272727272727,4
13431,6,2,4,1.0,1,1,0,0,2,100.0,2.0,3.0,129.99999999999997,1,0.4155844155844156,9
13432,6,2,3,1.0,2,1,1,0,16,100.0,0.0,1.0,119.99999999999996,0,0.2727272727272727,8
13433,3,1,4,1.0,1,1,0,1,24,98.0,1.0,1.0,149.99999999999997,0,0.1948051948051948,6
13434,6,1,2,1.0,0,1,1,0,24,99.0,1.0,1.0,59.99999999999999,1,0.2727272727272727,8
13435,6,2,2,1.0,2,1,1,0,33,91.0,1.0,1.0,119.99999999999996,1,0.1948051948051948,9
13436,5,1,2,1.0,0,1,1,0,10,98.0,1.0,1.0,48.99999999999999,0,0.16883116883116886,0
13437,3,2,2,1.0,1,0,0,0,31,96.0,1.0,1.0,128.99999999999997,1,0.1038961038961039,7
13438,5,2,3,1.0,2,1,1,0,30,97.0,1.0,3.0,600.0,1,0.3246753246753247,0
13439,6,1,4,2.0,1,1,0,0,12,93.0,2.0,1.0,119.99999999999996,1,0.2597402597402597,8
13441,4,1,2,1.0,1,1,1,1,6,100.0,1.0,1.0,79.99999999999997,1,0.2207792207792208,6
13442,5,1,4,1.0,1,1,1,0,23,94.0,2.0,2.0,199.99999999999991,1,0.2077922077922078,7
13443,3,2,2,1.0,1,1,1,0,63,99.0,0.0,1.0,175.00000000000009,1,0.2077922077922078,1
13444,5,1,4,3.0,2,0,0,1,15,99.0,1.0,2.0,52.000000000000036,1,0.2987012987012987,3
13445,6,2,4,1.0,0,0,1,0,11,98.0,1.0,2.0,149.99999999999997,1,0.14285714285714285,3
13446,6,2,5,1.0,2,1,1,0,39,97.0,2.0,2.0,349.99999999999983,1,0.5454545454545454,6
13447,6,1,2,1.0,0,1,1,1,19,100.0,1.0,1.0,79.99999999999997,1,0.23376623376623376,9
13449,6,1,2,1.5,2,1,1,0,69,99.0,1.0,1.0,115.0,1,0.2987012987012987,4
13450,5,1,2,1.0,2,0,1,1,58,91.0,1.0,2.0,46.99999999999995,1,0.2077922077922078,2
13452,5,1,2,1.5,2,0,1,0,144,99.0,1.0,1.0,59.00000000000002,1,0.2207792207792208,3
13454,6,0,2,1.0,2,1,1,1,34,90.0,1.0,1.0,64.99999999999999,1,0.23376623376623376,9
13455,6,2,4,1.0,2,1,1,1,14,97.0,2.0,2.0,135.00000000000003,1,0.23376623376623376,9
13456,6,2,6,1.0,2,1,1,1,6,97.0,2.0,3.0,235.00000000000043,1,0.23376623376623376,7
13457,6,2,2,1.0,2,1,1,1,103,89.0,0.0,1.0,89.99999999999967,1,0.16883116883116886,0
13458,5,1,2,1.0,2,1,0,1,11,100.0,1.0,1.0,79.99999999999997,1,0.2987012987012987,8
13459,6,2,3,1.0,2,1,0,0,5,96.0,2.0,2.0,164.9999999999998,1,0.2077922077922078,8
13460,4,1,4,1.0,1,0,1,1,42,98.0,1.0,1.0,88.00000000000004,1,0.3376623376623377,1
13461,6,1,2,1.0,2,1,1,0,57,94.0,1.0,1.0,79.99999999999997,1,0.2207792207792208,8
13462,6,2,6,1.0,2,1,1,1,94,97.0,2.0,3.0,249.99999999999991,1,0.2987012987012987,6
13463,5,1,3,1.0,2,0,1,0,5,96.0,1.0,1.0,149.99999999999997,1,0.23376623376623376,7
13464,4,2,1,0.0,0,1,0,1,1,100.0,0.0,1.0,50.000000000000036,1,0.05194805194805195,8
13466,6,2,2,1.0,2,1,0,0,2,90.0,1.0,2.0,99.0,1,0.18181818181818185,9
13469,6,1,2,1.0,2,1,1,0,96,96.0,1.0,2.0,88.99999999999999,1,0.23376623376623376,9
13473,5,1,1,1.0,2,1,1,0,1,100.0,1.0,1.0,79.99999999999997,1,0.14285714285714285,6
13474,6,1,2,1.0,1,0,0,0,2,100.0,1.0,1.0,100.00000000000004,1,0.24675324675324675,8
13475,6,2,2,1.0,1,0,1,0,5,100.0,0.0,1.0,85.99999999999982,1,0.2207792207792208,9
13477,3,1,1,1.0,0,0,1,0,9,100.0,1.0,1.0,74.99999999999997,1,0.09090909090909093,1
13478,5,1,2,1.0,0,1,1,0,3,93.0,1.0,1.0,100.00000000000004,1,0.24675324675324675,5
13479,6,2,4,1.0,2,1,1,1,6,100.0,1.0,1.0,129.99999999999997,1,0.1948051948051948,7
13480,6,1,2,1.0,2,0,1,0,4,100.0,1.0,1.0,119.99999999999996,1,0.24675324675324675,8
13481,6,1,2,1.0,0,0,1,1,1,100.0,1.0,1.0,59.99999999999999,1,0.14285714285714285,4
13482,6,2,2,1.0,0,0,1,0,20,96.0,0.0,2.0,119.99999999999996,1,0.2207792207792208,4
13483,6,1,2,1.0,2,1,0,0,87,94.0,1.0,1.0,79.99999999999997,1,0.2077922077922078,8
13484,6,1,2,1.0,0,1,1,1,10,88.0,1.0,1.0,79.99999999999997,1,0.3116883116883117,8
13486,6,1,2,1.0,1,1,0,0,70,97.0,1.0,1.0,89.99999999999967,0,0.37662337662337664,4
13487,5,2,2,1.5,2,1,1,0,1,100.0,1.0,1.0,214.00000000000009,1,0.2207792207792208,3
13488,6,1,1,1.0,1,1,1,1,1,100.0,1.0,1.0,99.0,1,0.2727272727272727,7
13489,5,0,1,1.0,2,1,1,1,4,90.0,1.0,1.0,25.00000000000001,0,0.23376623376623376,7
13490,6,1,2,1.0,1,1,1,0,22,98.0,1.0,1.0,115.0,1,0.2077922077922078,9
13491,6,2,2,1.0,2,1,1,0,3,100.0,1.0,1.0,149.99999999999997,1,0.3116883116883117,9
13493,6,1,2,1.0,0,1,1,0,18,90.0,1.0,1.0,110.00000000000004,0,0.2727272727272727,6
13494,6,2,4,1.0,0,1,1,0,1,100.0,2.0,2.0,220.00000000000043,1,0.12987012987012986,6
13495,6,1,2,2.0,2,1,0,1,98,95.0,1.0,1.0,45.00000000000002,0,0.2857142857142857,8
13496,6,2,2,1.0,1,1,1,1,112,95.0,1.0,1.0,115.0,1,0.2857142857142857,7
13497,5,1,5,1.5,1,1,1,0,10,100.0,1.0,2.0,99.0,1,0.35064935064935066,7
13500,6,1,2,1.0,2,1,1,1,1,100.0,1.0,1.0,74.99999999999997,1,0.2727272727272727,8
13502,6,2,2,1.0,2,1,0,0,39,97.0,1.0,1.0,104.99999999999996,1,0.2727272727272727,7
13503,6,2,2,1.0,1,1,1,0,33,98.0,1.0,2.0,135.00000000000003,1,0.4805194805194805,8
13505,6,2,4,1.0,2,1,1,0,23,96.0,2.0,2.0,169.99999999999991,1,0.24675324675324675,8
13506,6,1,2,1.0,1,1,0,0,5,92.0,1.0,1.0,106.99999999999996,1,0.15584415584415584,9
13507,6,1,2,1.0,2,1,1,0,11,93.0,2.0,1.0,89.99999999999967,1,0.2597402597402597,8
13508,6,1,2,1.5,0,1,1,1,2,90.0,1.0,2.0,52.000000000000036,1,0.2857142857142857,8
13509,6,1,2,1.0,1,1,1,1,6,93.0,1.0,1.0,59.99999999999999,1,0.16883116883116886,3
13511,6,2,4,1.0,1,1,0,0,15,97.0,1.0,1.0,164.9999999999998,1,0.15584415584415584,9
13512,6,1,1,1.0,1,1,1,0,3,93.0,1.0,1.0,74.99999999999997,1,0.11688311688311688,8
13514,6,1,4,1.0,1,1,1,0,50,96.0,1.0,3.0,160.00000000000026,1,0.4025974025974026,9
13515,5,2,4,2.5,2,1,1,0,6,100.0,2.0,2.0,224.9999999999998,1,0.2987012987012987,1
13516,6,1,2,1.0,0,1,1,0,4,95.0,1.0,1.0,89.99999999999967,1,0.14285714285714285,9
13518,6,1,2,2.0,1,0,1,0,123,98.0,1.0,2.0,149.0,0,0.18181818181818185,4
13520,6,2,4,1.0,2,1,1,0,11,96.0,1.0,1.0,100.00000000000004,1,0.2077922077922078,8
13521,5,2,4,1.0,0,1,1,0,121,94.0,1.0,1.0,98.00000000000004,1,0.37662337662337664,1
13522,5,2,3,1.0,0,1,1,0,108,98.0,1.0,2.0,149.0,1,0.4415584415584416,4
13524,6,2,6,1.0,2,1,1,0,37,93.0,2.0,2.0,300.00000000000017,1,0.2077922077922078,9
13526,5,2,3,1.0,2,1,1,0,24,98.0,1.0,2.0,149.99999999999997,1,0.2987012987012987,1
13527,3,1,2,1.0,2,1,1,1,2,90.0,1.0,1.0,59.99999999999999,1,0.1948051948051948,2
13529,6,1,2,1.0,1,1,1,0,105,98.0,1.0,1.0,108.99999999999996,1,0.2077922077922078,8
13531,6,1,2,1.0,1,1,1,1,2,90.0,1.0,1.0,110.00000000000004,1,0.1948051948051948,9
13532,6,1,3,1.0,2,1,1,0,103,97.0,1.0,1.0,128.99999999999997,1,0.23376623376623376,4
13533,4,1,3,1.0,2,1,1,0,11,95.0,1.0,1.0,129.99999999999997,0,0.35064935064935066,3
13534,5,2,4,2.0,0,1,1,0,134,98.0,2.0,2.0,149.0,1,0.3116883116883117,0
13535,6,2,2,1.0,2,1,1,0,9,100.0,1.0,1.0,119.00000000000013,1,0.2077922077922078,8
13536,6,1,2,1.0,2,1,1,1,57,96.0,1.0,1.0,56.00000000000002,1,0.23376623376623376,8
13537,6,1,2,1.0,2,1,1,0,28,93.0,1.0,1.0,125.00000000000004,1,0.1948051948051948,9
13538,5,1,4,1.0,0,1,1,1,1,100.0,1.0,3.0,50.000000000000036,1,0.2857142857142857,7
13539,6,2,3,1.0,0,1,1,1,32,92.0,1.0,2.0,179.0,1,0.16883116883116886,4
13540,5,1,1,1.0,2,1,1,0,12,96.0,1.0,1.0,110.00000000000004,1,0.23376623376623376,0
13542,6,1,2,1.0,0,1,0,1,2,100.0,1.0,1.0,50.000000000000036,1,0.1948051948051948,4
13543,6,2,5,1.0,1,1,1,0,7,91.0,2.0,3.0,249.99999999999991,1,0.2727272727272727,6
13544,5,1,2,1.0,0,1,1,0,14,97.0,1.0,1.0,100.00000000000004,1,0.2207792207792208,7
13546,6,2,2,1.0,0,1,1,0,16,100.0,0.0,1.0,149.99999999999997,1,0.2857142857142857,7
13547,5,2,5,1.5,0,1,1,0,7,100.0,2.0,2.0,289.0000000000003,1,0.2987012987012987,1
13549,5,2,4,1.5,2,1,1,0,5,100.0,2.0,2.0,300.00000000000017,0,0.2597402597402597,7
13550,3,2,2,1.0,2,1,1,0,102,97.0,1.0,1.0,110.00000000000004,1,0.4545454545454545,9
13551,6,1,2,1.0,1,1,0,1,11,96.0,1.0,1.0,55.00000000000002,0,0.23376623376623376,2
13552,2,1,2,1.0,1,1,1,0,28,94.0,1.0,1.0,42.99999999999997,1,0.2857142857142857,0
13554,6,2,3,1.0,2,1,0,1,72,93.0,1.0,2.0,129.99999999999997,1,0.23376623376623376,7
13555,5,2,4,1.0,2,1,1,0,39,92.0,1.0,3.0,110.00000000000004,1,0.2597402597402597,9
13556,4,1,1,1.0,0,1,1,0,6,100.0,1.0,1.0,149.99999999999997,1,0.24675324675324675,6
13557,6,2,4,2.0,2,0,1,0,37,99.0,2.0,2.0,248.9999999999997,1,0.3116883116883117,3
13558,6,2,6,1.0,2,1,1,0,73,98.0,2.0,3.0,110.00000000000004,1,0.2597402597402597,3
13559,6,2,6,1.0,2,1,1,0,69,91.0,1.0,3.0,198.0,0,0.2857142857142857,5
13560,6,2,3,1.0,2,1,1,0,10,92.0,1.0,3.0,139.99999999999994,1,0.15584415584415584,9
13565,5,1,2,1.0,0,1,0,1,7,97.0,1.0,1.0,39.99999999999998,1,0.3116883116883117,5
13566,6,2,4,1.0,0,1,0,0,9,95.0,1.0,1.0,125.00000000000004,0,0.18181818181818185,2
13567,5,1,2,2.0,0,0,1,1,19,92.0,1.0,1.0,70.00000000000003,1,0.23376623376623376,7
13568,6,1,2,1.0,0,1,0,0,27,96.0,1.0,1.0,50.000000000000036,0,0.16883116883116886,8
13569,6,2,2,1.0,2,0,1,0,27,95.0,0.0,1.0,135.00000000000003,1,0.24675324675324675,8
13571,5,1,3,2.0,1,1,0,1,23,90.0,1.0,1.0,89.99999999999967,1,0.1948051948051948,8
13572,6,1,1,1.0,0,0,1,0,6,90.0,1.0,1.0,119.99999999999996,1,0.24675324675324675,9
13573,6,2,2,1.0,2,1,1,1,8,97.0,0.0,2.0,99.0,1,0.3376623376623377,1
13575,5,1,4,1.0,2,1,1,1,15,88.0,1.0,2.0,55.00000000000002,1,0.2207792207792208,3
13576,6,1,2,1.0,2,1,0,0,6,97.0,1.0,1.0,48.99999999999999,0,0.1948051948051948,2
13577,0,2,6,1.0,2,1,1,0,41,98.0,1.0,2.0,119.99999999999996,1,0.2987012987012987,1
13578,6,1,1,1.0,0,0,0,1,1,100.0,0.0,1.0,79.99999999999997,1,0.2077922077922078,9
13579,5,2,2,1.0,1,1,0,0,29,99.0,0.0,1.0,99.0,1,0.24675324675324675,7
13580,5,2,3,1.0,1,1,1,0,6,93.0,1.0,1.0,144.99999999999997,1,0.3116883116883117,7
13581,6,2,2,1.0,2,1,1,0,20,98.0,1.0,1.0,99.0,1,0.2857142857142857,7
13582,6,1,1,1.0,1,1,1,0,3,93.0,1.0,1.0,55.00000000000002,1,0.2207792207792208,1
13584,5,2,4,1.0,1,0,0,0,49,95.0,1.0,3.0,220.00000000000043,1,0.2077922077922078,9
13586,6,2,2,1.0,2,0,1,0,26,98.0,0.0,1.0,108.99999999999996,1,0.3376623376623377,5
13588,6,2,5,1.0,2,1,1,1,21,96.0,2.0,2.0,275.00000000000057,1,0.3246753246753247,9
13589,6,2,5,1.0,2,1,1,0,2,90.0,0.0,2.0,227.00000000000009,1,0.4415584415584416,9
13590,6,0,2,1.0,2,1,1,0,1,100.0,1.0,1.0,74.99999999999997,1,0.16883116883116886,9
13591,5,1,4,2.0,0,0,1,0,29,98.0,1.0,2.0,100.00000000000004,1,0.35064935064935066,1
13594,2,1,2,1.0,2,0,1,0,8,100.0,1.0,1.0,89.99999999999967,1,0.3116883116883117,5
13595,6,2,2,1.0,2,1,1,0,60,92.0,1.0,1.0,125.00000000000004,0,0.2207792207792208,8
13597,6,2,2,1.0,1,1,0,0,4,100.0,0.0,1.0,249.99999999999991,1,0.2727272727272727,9
13598,6,2,2,1.0,2,1,0,0,1,100.0,0.0,1.0,260.00000000000017,0,0.18181818181818185,9
13599,6,2,6,1.0,2,1,1,0,4,100.0,1.0,3.0,88.99999999999999,0,0.23376623376623376,4
13600,6,2,5,1.0,2,1,1,1,7,94.0,1.0,3.0,375.0000000000005,1,0.3116883116883117,6
13601,6,2,2,1.0,2,1,1,0,12,95.0,1.0,1.0,125.00000000000004,1,0.15584415584415584,3
13602,6,2,2,1.0,1,1,1,0,13,92.0,0.0,1.0,128.99999999999997,1,0.15584415584415584,9
13604,6,1,2,1.0,2,1,1,0,4,100.0,1.0,1.0,139.99999999999994,0,0.16883116883116886,9
13606,6,2,2,1.0,2,1,1,0,9,96.0,0.0,1.0,92.0,1,0.2857142857142857,7
13607,6,2,3,2.0,1,1,1,0,8,100.0,2.0,3.0,88.99999999999999,1,0.2207792207792208,8
13608,6,1,2,1.0,1,1,1,0,2,100.0,1.0,1.0,38.99999999999999,1,0.2987012987012987,3
13610,5,2,2,1.0,1,1,0,0,49,91.0,1.0,1.0,106.99999999999996,1,0.15584415584415584,6
13611,3,2,4,1.0,1,1,1,0,24,98.0,2.0,2.0,549.9999999999999,0,0.15584415584415584,7
13612,6,2,4,2.0,1,1,1,1,1,100.0,2.0,2.0,144.00000000000014,1,0.23376623376623376,7
13613,5,1,2,1.0,1,1,1,1,12,95.0,1.0,1.0,50.000000000000036,1,0.2857142857142857,7
13614,6,2,2,1.0,0,0,1,0,2,100.0,0.0,1.0,138.00000000000006,1,0.3246753246753247,6
13615,6,2,2,2.0,1,0,0,0,6,100.0,1.0,1.0,452.00000000000017,0,0.3896103896103896,9
13617,6,1,2,1.0,2,1,1,1,71,92.0,1.0,1.0,59.99999999999999,1,0.2597402597402597,8
13618,6,2,2,1.0,1,0,1,1,28,96.0,0.0,1.0,149.99999999999997,1,0.2597402597402597,9
13621,6,2,2,1.0,1,1,1,1,31,92.0,1.0,1.0,118.00000000000004,1,0.2077922077922078,1
13622,6,2,4,1.0,2,1,1,0,9,100.0,1.0,2.0,149.0,1,0.2727272727272727,5
13623,6,2,3,1.0,1,1,1,1,96,99.0,1.0,2.0,79.99999999999997,1,0.3246753246753247,7
13625,6,1,2,1.0,1,1,1,0,22,89.0,1.0,1.0,70.00000000000003,0,0.18181818181818185,9
13626,4,2,3,1.0,1,1,0,0,4,100.0,1.0,1.0,249.99999999999991,1,0.2597402597402597,5
13627,6,2,4,1.0,1,1,1,0,6,100.0,1.0,2.0,149.99999999999997,1,0.3376623376623377,9
13628,6,2,5,1.0,2,1,0,1,83,89.0,1.0,1.0,113.00000000000004,1,0.2207792207792208,7
13629,5,1,2,1.0,2,1,1,0,12,100.0,1.0,1.0,96.0,1,0.2987012987012987,7
13630,6,1,2,1.0,1,1,1,0,3,100.0,1.0,1.0,110.00000000000004,1,0.14285714285714285,9
13631,5,1,2,1.5,2,1,1,0,15,97.0,1.0,1.0,81.99999999999993,1,0.2727272727272727,7
13634,6,2,4,1.0,2,1,1,0,11,92.0,2.0,2.0,108.99999999999996,0,0.4025974025974026,3
13635,6,2,4,1.0,1,1,1,0,133,96.0,1.0,2.0,89.99999999999967,1,0.2857142857142857,5
13638,6,2,6,1.0,0,1,1,0,8,95.0,2.0,2.0,155.00000000000003,1,0.2857142857142857,4
13639,6,1,1,1.0,1,0,0,1,16,100.0,0.0,1.0,100.00000000000004,1,0.14285714285714285,9
13640,2,1,2,5.0,0,0,1,0,3,93.0,1.0,1.0,45.00000000000002,0,0.2207792207792208,8
13641,5,1,2,1.0,2,1,0,0,38,94.0,1.0,1.0,74.99999999999997,1,0.2987012987012987,5
13642,6,1,2,1.0,2,1,0,0,11,96.0,1.0,1.0,62.99999999999999,0,0.18181818181818185,8
13644,2,2,3,1.0,2,0,1,1,3,93.0,1.0,1.0,85.99999999999982,1,0.1948051948051948,2
13645,5,2,5,2.0,2,1,1,0,39,97.0,2.0,3.0,249.99999999999991,1,0.3376623376623377,7
13646,6,1,2,2.0,2,1,1,0,5,90.0,2.0,2.0,88.99999999999999,1,0.2987012987012987,2
13647,6,2,4,1.0,1,1,1,0,1,100.0,1.0,1.0,149.99999999999997,1,0.14285714285714285,8
13648,5,1,2,1.0,2,1,1,1,21,95.0,1.0,1.0,69.00000000000001,0,0.18181818181818185,0
13651,5,1,2,1.0,1,1,1,0,23,97.0,1.0,1.0,79.99999999999997,1,0.23376623376623376,6
13652,5,1,1,1.0,0,0,0,0,28,94.0,1.0,1.0,38.99999999999999,1,0.15584415584415584,1
13653,5,1,2,1.0,2,1,1,0,5,92.0,1.0,1.0,34.99999999999999,1,0.025974025974025976,7
13655,5,1,2,1.0,2,1,1,0,5,100.0,1.0,1.0,48.00000000000005,1,0.2207792207792208,7
13656,1,2,2,1.0,2,1,1,0,14,100.0,1.0,1.0,100.00000000000004,1,0.24675324675324675,3
13657,6,1,1,1.0,1,0,1,1,10,90.0,1.0,1.0,100.00000000000004,1,0.12987012987012986,9
13658,5,2,2,1.0,1,1,1,0,47,98.0,0.0,1.0,138.99999999999997,1,0.2727272727272727,5
13659,6,1,2,1.0,2,0,1,1,3,100.0,1.0,1.0,144.99999999999997,0,0.2077922077922078,4
13660,4,2,3,1.0,0,1,0,0,8,98.0,1.0,1.0,239.99999999999974,0,0.1948051948051948,9
13661,5,2,3,1.0,1,1,1,0,2,100.0,1.0,2.0,125.00000000000004,1,0.2597402597402597,0
13662,6,1,2,1.0,1,0,0,0,6,100.0,1.0,2.0,50.000000000000036,1,0.2857142857142857,8
13664,5,2,3,1.0,2,1,1,1,60,90.0,1.0,1.0,189.00000000000043,1,0.23376623376623376,7
13665,5,1,2,1.0,1,1,1,1,39,95.0,1.0,1.0,89.99999999999967,1,0.2207792207792208,8
13667,6,2,4,1.0,2,1,1,1,53,88.0,2.0,2.0,299.0000000000004,1,0.3116883116883117,9
13669,6,1,2,1.0,1,1,1,0,61,95.0,1.0,1.0,78.0,1,0.2857142857142857,8
13670,6,2,4,1.0,1,1,1,1,7,100.0,1.0,2.0,97.0,1,0.3246753246753247,9
13672,6,2,5,1.0,0,1,1,0,49,93.0,2.0,2.0,268.9999999999995,1,0.2077922077922078,9
13673,5,1,2,1.0,2,1,1,0,15,100.0,1.0,1.0,76.0,1,0.3376623376623377,1
13674,6,1,2,1.0,1,1,1,0,69,96.0,1.0,1.0,74.99999999999997,1,0.37662337662337664,9
13675,6,1,1,1.0,0,0,0,0,2,100.0,1.0,1.0,89.99999999999967,1,0.12987012987012986,8
13677,6,1,1,1.0,1,0,0,0,1,100.0,1.0,1.0,30.000000000000004,1,0.16883116883116886,3
13678,4,2,4,1.0,1,1,1,0,5,100.0,2.0,2.0,209.0000000000001,1,0.4025974025974026,6
13680,6,1,2,1.0,1,1,0,0,35,93.0,1.0,1.0,70.00000000000003,1,0.18181818181818185,8
13681,4,1,1,1.0,0,0,0,0,3,100.0,1.0,1.0,110.00000000000004,1,0.2077922077922078,9
13682,5,1,2,1.0,2,1,1,0,1,100.0,1.0,1.0,48.99999999999999,1,0.11688311688311688,2
13683,6,1,2,1.0,1,1,0,0,43,99.0,1.0,1.0,44.00000000000002,1,0.2207792207792208,3
13684,6,1,2,1.0,0,0,1,0,47,98.0,1.0,1.0,74.99999999999997,1,0.2857142857142857,5
13686,6,2,2,1.0,2,1,0,1,40,97.0,1.0,1.0,160.00000000000026,1,0.2857142857142857,7
13687,5,1,2,1.0,1,1,1,1,10,96.0,1.0,1.0,48.99999999999999,1,0.2727272727272727,5
13688,6,1,2,1.0,2,1,0,0,9,100.0,1.0,1.0,85.00000000000001,1,0.2207792207792208,9
13689,5,1,2,1.0,1,0,1,0,25,94.0,1.0,1.0,70.00000000000003,1,0.2987012987012987,7
13690,6,2,4,1.0,1,1,1,0,18,93.0,2.0,1.0,164.9999999999998,1,0.06493506493506493,6
13694,6,2,4,1.0,2,1,1,0,21,91.0,1.0,1.0,70.00000000000003,1,0.15584415584415584,3
13695,6,2,2,1.0,1,1,1,0,60,98.0,1.0,1.0,300.00000000000017,1,0.2857142857142857,6
13696,6,1,2,1.0,0,1,1,0,1,100.0,1.0,1.0,104.99999999999996,1,0.2077922077922078,8
13697,6,2,2,1.0,2,1,1,0,20,100.0,1.0,2.0,184.99999999999991,0,0.2207792207792208,9
13699,6,1,1,1.0,0,0,0,0,2,100.0,1.0,1.0,142.00000000000014,1,0.07792207792207792,6
13700,6,1,1,1.0,2,1,1,1,3,93.0,1.0,1.0,100.00000000000004,1,0.1948051948051948,4
13701,6,2,6,1.0,2,1,1,0,1,100.0,1.0,3.0,144.99999999999997,1,0.2077922077922078,5
13702,6,2,2,1.0,2,1,0,1,11,100.0,1.0,1.0,249.99999999999991,1,0.2727272727272727,6
13704,4,2,3,1.0,1,1,1,0,6,97.0,1.0,2.0,119.99999999999996,1,0.11688311688311688,6
13705,3,2,2,1.0,0,1,0,0,3,93.0,1.0,1.0,74.99999999999997,1,0.2987012987012987,7
13706,6,1,2,1.0,1,1,1,0,68,96.0,1.0,1.0,74.99999999999997,1,0.23376623376623376,7
13707,6,2,3,1.0,2,1,1,0,8,100.0,1.0,1.0,119.99999999999996,0,0.18181818181818185,9
13708,6,2,2,1.0,2,1,1,1,14,99.0,1.0,1.0,175.00000000000009,1,0.2077922077922078,6
13710,6,2,4,1.0,2,1,1,1,62,93.0,2.0,3.0,199.99999999999991,1,0.2207792207792208,9
13712,5,2,2,1.0,2,1,1,0,51,92.0,1.0,1.0,160.00000000000026,0,0.15584415584415584,1
13715,6,2,2,1.0,1,0,0,0,92,89.0,1.0,2.0,89.99999999999967,1,0.16883116883116886,5
13716,6,2,5,1.0,1,1,1,0,7,93.0,2.0,2.0,199.99999999999991,1,0.3376623376623377,3
13717,5,1,3,1.0,0,0,1,0,54,91.0,1.0,2.0,59.99999999999999,1,0.35064935064935066,8
13718,6,2,2,1.0,1,1,1,0,1,100.0,1.0,2.0,79.99999999999997,1,0.2077922077922078,9
13719,5,1,2,1.0,1,1,1,0,16,95.0,1.0,1.0,59.99999999999999,0,0.3116883116883117,7
13720,6,2,2,1.0,2,1,1,1,2,90.0,0.0,1.0,144.99999999999997,1,0.24675324675324675,7
13721,6,1,2,1.0,0,1,1,0,16,96.0,1.0,1.0,95.0,1,0.3116883116883117,5
13722,6,2,2,1.0,1,1,1,0,16,91.0,0.0,2.0,108.99999999999996,0,0.16883116883116886,9
13723,4,1,2,1.0,2,0,1,0,39,99.0,1.0,1.0,59.00000000000002,1,0.2987012987012987,1
13724,4,1,1,1.0,2,0,0,0,4,100.0,1.0,1.0,79.99999999999997,1,0.2207792207792208,2
13727,6,1,2,1.5,1,0,1,0,25,95.0,1.0,1.0,119.99999999999996,1,0.2727272727272727,7
13728,6,1,2,1.0,0,1,1,0,2,100.0,1.0,1.0,50.000000000000036,1,0.07792207792207792,8
13729,5,1,2,1.5,2,1,1,0,4,90.0,1.0,1.0,48.99999999999999,1,0.18181818181818185,7
13730,6,2,3,1.0,1,0,1,1,120,94.0,1.0,1.0,135.00000000000003,1,0.2077922077922078,5
13731,6,2,3,1.0,0,0,0,1,2,100.0,0.0,2.0,119.99999999999996,1,0.2077922077922078,2
13732,6,2,2,1.0,2,1,1,0,20,93.0,1.0,1.0,190.0,1,0.24675324675324675,9
13733,6,2,2,1.0,2,1,1,1,48,88.0,0.0,1.0,128.99999999999997,1,0.3896103896103896,4
13735,5,2,4,2.0,1,1,1,0,4,100.0,2.0,2.0,398.9999999999994,1,0.23376623376623376,7
13736,6,2,3,1.0,1,1,0,0,16,94.0,1.0,2.0,249.99999999999991,1,0.16883116883116886,8
13737,6,2,2,1.0,2,1,0,0,70,97.0,1.0,1.0,179.0,1,0.1948051948051948,4
13738,6,1,2,1.0,2,1,1,0,16,95.0,1.0,2.0,87.0,1,0.37662337662337664,9
13740,1,2,2,1.0,2,1,1,0,35,100.0,1.0,2.0,129.99999999999997,1,0.42857142857142855,8
13741,2,2,4,1.5,1,1,1,1,71,96.0,2.0,2.0,164.9999999999998,1,0.3116883116883117,7
13742,6,1,2,1.0,0,0,0,1,28,96.0,1.0,1.0,110.00000000000004,1,0.15584415584415584,9
13743,6,2,4,1.0,2,1,1,1,22,96.0,1.0,2.0,195.0,1,0.24675324675324675,4
13744,5,1,2,1.5,2,1,0,0,6,100.0,1.0,1.0,55.00000000000002,1,0.2207792207792208,2
13746,6,1,2,1.0,1,1,1,0,140,92.0,1.0,1.0,62.00000000000001,1,0.2207792207792208,8
13747,6,2,2,1.0,2,0,1,0,6,97.0,1.0,1.0,95.0,1,0.15584415584415584,8
13748,6,2,4,1.0,1,1,1,0,33,99.0,1.0,2.0,113.00000000000004,1,0.3116883116883117,5
13749,6,2,6,1.0,2,1,1,0,13,92.0,2.0,3.0,184.99999999999991,1,0.3376623376623377,9
